title, date, location, link, category, price
Bromley v Maidenhead United (AWAY FANS),Fri| Apr 10| 15:00,Bromley Football Club|Hayes Lane|Bromley|BR2 9EF|,https://www.eventbrite.co.uk/e/bromley-v-maidenhead-united-away-fans-tickets-76949964415?aff=ebdssbdestsearch,sports-and-fitness,£5 - £15
Time to Listen - Enfield Golf Club,Wed| Jun 24| 18:00,Enfield Golf Club|Old Park Road South|Enfield|EN2 7DA|,https://www.eventbrite.co.uk/e/time-to-listen-enfield-golf-club-registration-98246571139?aff=ebdssbdestsearch,sports-and-fitness,£30
Kenham Building Billy Walsh Final,Sun| Sep 13| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/kenham-building-billy-walsh-final-tickets-91120189941?aff=ebdssbdestsearch,sports-and-fitness,£0 - £80
Ladies Day Godbold Trophy,Sun| Jul 26| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/ladies-day-godbold-trophy-tickets-91118492865?aff=ebdssbdestsearch,sports-and-fitness,£0 - £90
Japan Polo Day,Sun| Jun 7| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/japan-polo-day-tickets-91116581147?aff=ebdssbdestsearch,sports-and-fitness,£0 - £85.87
Summer Tournament,Sun| Jun 28| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/summer-tournament-tickets-91117893071?aff=ebdssbdestsearch,sports-and-fitness,£0 - £80
Petersham Bowl,Sun| Jun 14| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/petersham-bowl-tickets-91117201001?aff=ebdssbdestsearch,sports-and-fitness,£0 - £80
Family Fun Day  & Hurlingham Cup,Sun| Aug 9| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/family-fun-day-hurlingham-cup-tickets-91119219037?aff=ebdssbdestsearch,sports-and-fitness,£0 - £90
Tai Chi Workshop - 25 Apr 2020 - New Barnet,Sat| Apr 25| 11:00,Lyonsdown Hall|3 Lyonsdown Road|New Barnet|EN5 1JB|,https://www.eventbrite.co.uk/e/tai-chi-workshop-25-apr-2020-new-barnet-tickets-83367635843?aff=ebdssbdestsearch,sports-and-fitness,£22.15
U13 Boys Mckinsey&CO Hardball Cricket Competition- Kenton CC,Tue| Jun 2| 09:00,Kenton Cricket & Lawn Tennis Club Ground|Kenton Park Road|Kenton|HA3 8UB|,https://www.eventbrite.co.uk/e/u13-boys-mckinseyco-hardball-cricket-competition-kenton-cc-tickets-33112767178?aff=ebdssbdestsearch,sports-and-fitness,Free
U15 Boys Mckinsey&CO Hardball Cricket Competition- Kenton CC,Tue| May 12| 09:00,Kenton Cricket & Lawn Tennis Club Ground|Kenton Park Road|Kenton|HA3 8UB|,https://www.eventbrite.co.uk/e/u15-boys-mckinseyco-hardball-cricket-competition-kenton-cc-tickets-33115261639?aff=ebdssbdestsearch,sports-and-fitness,Free
U15 Girls Mckinsey &CO Softball Cricket Competition- Kenton CC,Wed| Jun 10| 09:00,Kenton Cricket & Lawn Tennis Club Ground|Kenton Park Road|Kenton|HA3 8UB|,https://www.eventbrite.co.uk/e/u15-girls-mckinsey-co-softball-cricket-competition-kenton-cc-tickets-33114875484?aff=ebdssbdestsearch,sports-and-fitness,Free
U13 Girls Mckinsey &CO Softball Cricket Competition- Kenton CC,Wed| May 20| 09:00,Kenton Cricket & Lawn Tennis Club Ground|Kenton Park Road|Kenton|HA3 8UB|,https://www.eventbrite.co.uk/e/u13-girls-mckinsey-co-softball-cricket-competition-kenton-cc-tickets-33114052021?aff=ebdssbdestsearch,sports-and-fitness,Free
Park House Dinner Dance 2020,Sat| Jun 20| 19:00,The Manor at Bickley|The Manor at Bickley|Bromley|BR1 2LW|,https://www.eventbrite.co.uk/e/park-house-dinner-dance-2020-tickets-94152413403?aff=ebdssbdestsearch,sports-and-fitness,Free
Celebrity Charity Football Match,Sun| Apr 26| 15:00,A F C Wimbledon|422A Kingston Road|Kingston upon Thames|KT1 3PB|,https://www.eventbrite.co.uk/e/celebrity-charity-football-match-tickets-95837946879?aff=ebdssbdestsearch,sports-and-fitness,From £5.98
try lawn bowls for free every Wednesday at 1800 from late April onwards,Wed| Apr 22| 18:00 + 19 more events,Redlees Park|Worton Road|Isleworth|TW7 6DW|,https://www.eventbrite.co.uk/e/try-lawn-bowls-for-free-every-wednesday-at-1800-from-late-april-onwards-tickets-93315139093?aff=ebdssbdestsearch,sports-and-fitness,Free
BHW Live Wrestling,Sun| Jun 28| 15:45,The Centre Wallington|Milton Road|Wallington|SM6 9RP|,https://www.eventbrite.co.uk/e/bhw-live-wrestling-tickets-97573666463?aff=ebdssbdestsearch,sports-and-fitness,£8 - £12
Thames Meander Half Marathon,Sat| Aug 8| 10:30,YMCA Hawker Centre|Lower Ham Road|Kingston|KT2 5BH|,https://www.eventbrite.co.uk/e/thames-meander-half-marathon-tickets-70892386035?aff=ebdssbdestsearch,"sports-and-fitness,health",From £36.61
Learn to Lift,Wed| May 6| 17:30 + 1 more event,Short Courses and CPD • Twickenham,https://www.eventbrite.co.uk/e/learn-to-lift-registration-41814352855?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Learn to Lift - Advanced Group,Wed| May 6| 19:30,Short Courses and CPD • Twickenham,https://www.eventbrite.co.uk/e/learn-to-lift-advanced-group-registration-58356482811?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Sports Massage [Level 5],Mon| Aug 10| 09:30 + 1 more event,Centre for Short Courses and CPD • Twickenham,https://www.eventbrite.co.uk/e/sports-massage-level-5-registration-18668369596?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Level 3 Diploma in Sports Massage (ITEC) for Level 3 Body Massage Therapist...,Wed| Sep 16| 09:30 + 3 more events,Centre for Short Courses and CPD|St Mary's University|Waldegrave Road|Twickenham|,https://www.eventbrite.co.uk/e/level-3-diploma-in-sports-massage-itec-for-level-3-body-massage-therapists-registration-33208602825?aff=ebdssbdestsearch,sports-and-fitness,£50
Bessingby Park Rangers FC Summer Tournament 2020,Sat| May 30| 08:15,Middlesex FA|Rectory Park Avenue|Northolt|UB5 6AU|,https://www.eventbrite.com/e/bessingby-park-rangers-fc-summer-tournament-2020-tickets-93989740845?aff=ebdssbdestsearch,sports-and-fitness,£40
Gallagher Premiership Rugby Final Corporate Hospitality Packages – Twickenh...,Sat| Jun 20| 15:00,Twickenham Stadium|Whitton Road|Twickenham|TW2 7BA|,https://www.eventbrite.co.uk/e/gallagher-premiership-rugby-final-corporate-hospitality-packages-twickenham-tickets-64425434208?aff=ebdssbdestsearch,sports-and-fitness,£446.62
Sports Massage [Level 4] Summer Intensive Course,Mon| Jul 6| 09:30 + 1 more event,Centre for Short Courses and CPD • Twickenham,https://www.eventbrite.co.uk/e/sports-massage-level-4-summer-intensive-course-registration-18668267290?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
London series round 2,Sun| May 3| 09:00,Old Dagenham Park|Ballards Road|old daghmam park bmx track|Dagenham|,https://www.eventbrite.co.uk/e/london-series-round-2-tickets-97587433641?aff=ebdssbdestsearch,sports-and-fitness,Free
British University and College Championships 2020,Sat| Apr 18| 09:00,St Mary's University Tennis Centre| Twickenham|Waldegrave Road|Twickenham|TW1 4SX|,https://www.eventbrite.co.uk/e/british-university-and-college-championships-2020-tickets-89084625513?aff=ebdssbdestsearch,sports-and-fitness,£4 - £22.50
Level 3 Certificate in Anatomy| Physiology and Pathology for Complementary ...,Mon| Jun 22| 09:30 + 5 more events,Centre for Short Courses and CPD • Twickenham,https://www.eventbrite.co.uk/e/level-3-certificate-in-anatomy-physiology-and-pathology-for-complementary-therapies-itec-qcf-registration-15242171746?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Twickenham Rugby Parking - 2nd May| Army v Navy,Sat| May 2| 12:00,1st Whitton Scouts| Kerswell Hall|Wills Crescent|Hounslow nr Twickenham|TW3 2JF|,https://www.eventbrite.co.uk/e/twickenham-rugby-parking-2nd-may-army-v-navy-tickets-96330231315?aff=ebdssbdestsearch,sports-and-fitness,From £16.76
AQUATIC Safeguarding & Protecting Workshop - Loughton,Sun| Apr 26| 16:00,Loughton Leisure Centre|Traps Hill|Loughton|IG10 1SZ|,https://www.eventbrite.co.uk/e/aquatic-safeguarding-protecting-workshop-loughton-tickets-97971552551?aff=ebdssbdestsearch,sports-and-fitness,£10
Total Bounceout Purley,Sat| May 23| 10:00 + 27 more events,Rotary Field|Brighton road|croydon|CR8 2BN|,https://www.eventbrite.co.uk/e/total-bounceout-purley-tickets-91149642033?aff=ebdssbdestsearch,sports-and-fitness,£2 - £11.25
The Twilight Friday Ultra Run,Fri| Jul 31| 10:00,Redbridge Cycle Centre • Ilford,https://www.eventbrite.co.uk/e/the-twilight-friday-ultra-run-tickets-92188051945?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
The Twilight Ultra Run,Sat| Aug 1| 10:00,Redbridge Cycle Centre|Forest Road|Ilford|IG6 3HP|,https://www.eventbrite.co.uk/e/the-twilight-ultra-run-tickets-85633617455?aff=ebdssbdestsearch,sports-and-fitness,From £19.99
SRUSA Women's Soccer Trial Event and ID Camp - Northolt| England.,Sat| May 9| 12:00,Middlesex FA|Rectory Park Avenue|Northolt|UB5|,https://www.eventbrite.co.uk/e/srusa-womens-soccer-trial-event-and-id-camp-northolt-england-tickets-91830973915?aff=ebdssbdestsearch,sports-and-fitness,Free
Twickenham Rugby Parking - 20th June The Gallagher Premiership Rugby Final ...,Sat| Jun 20| 12:00,1st Whitton Scouts| Kerswell Hall|Wills Crescent|Hounslow nr Twickenham|TW3 2JF|,https://www.eventbrite.co.uk/e/twickenham-rugby-parking-20th-june-the-gallagher-premiership-rugby-final-2020-tickets-96341499017?aff=ebdssbdestsearch,sports-and-fitness,From £16.76
Twickenham Rugby Parking - 18th April| The Clash:  Bath v Wasps,Sat| Apr 18| 12:00,1st Whitton Scouts| Kerswell Hall|Wills Crescent|Hounslow nr Twickenham|TW3 2JF|,https://www.eventbrite.co.uk/e/twickenham-rugby-parking-18th-april-the-clash-bath-v-wasps-tickets-96338508071?aff=ebdssbdestsearch,sports-and-fitness,From £16.76
Twickenham Rugby Parking - 21st June 2020| England v Barbarians,Sun| Jun 21| 13:00,1st Whitton Scouts| Kerswell Hall|Wills Crescent|Hounslow nr Twickenham|TW3 2JF|,https://www.eventbrite.co.uk/e/twickenham-rugby-parking-21st-june-2020-england-v-barbarians-tickets-96342485969?aff=ebdssbdestsearch,sports-and-fitness,From £16.76
Twickenham Rugby Parking - 6th Feb - Six Nations - England v Scotland,Sat| Feb 6| 14:00,1st Whitton Scouts| Kerswell Hall|Wills Crescent|Hounslow nr Twickenham|TW3 2JF|,https://www.eventbrite.co.uk/e/twickenham-rugby-parking-6th-feb-six-nations-england-v-scotland-tickets-62513387224?aff=ebdssbdestsearch,sports-and-fitness,From £18.72
Twickenham Rugby Parking - 13th Feb - Six Nations - England v Italy,Sat| Feb 13| 12:00,1st Whitton Scouts| Kerswell Hall|Wills Crescent|Hounslow nr Twickenham|TW3 2JF|,https://www.eventbrite.co.uk/e/twickenham-rugby-parking-13th-feb-six-nations-england-v-italy-tickets-62514117408?aff=ebdssbdestsearch,sports-and-fitness,From £18.72
No Return. 2020,Sat| Apr 18| 08:00,Bromley Tennis Centre|Avebury Road|Orpington|BR6 9SA|,https://www.eventbrite.co.uk/e/no-return-2020-tickets-92870579403?aff=ebdssbdestsearch,sports-and-fitness,From £10.99
The Bushy Park Summer 10k,Sun| Jun 14| 10:00,Bushy Park|Hampton|London|KT8 9BZ|,https://www.eventbrite.co.uk/e/the-bushy-park-summer-10k-tickets-67182914907?aff=ebdssbdestsearch,sports-and-fitness,From £20.59
The Bushy Park Summer 5k,Sun| Jun 14| 10:00,Bushy Park|Hampton|London|KT8 9BZ|,https://www.eventbrite.co.uk/e/the-bushy-park-summer-5k-tickets-67184473569?aff=ebdssbdestsearch,sports-and-fitness,From £16.02
The Bushy Park Christmas 10K & 5K,Sun| Nov 29| 10:00,Bushy Park|Hampton|KT8 9BZ|,https://www.eventbrite.co.uk/e/the-bushy-park-christmas-10k-5k-tickets-84608421065?aff=ebdssbdestsearch,sports-and-fitness,From £15.68
Body Alignment Clinic - Injury Prevention Workshop - July,Sun| Jul 26| 12:00,Crayford Weights & Fitness|Unit 3| Tower Park Road|Crayford Retail Park|Crayford|,https://www.eventbrite.co.uk/e/body-alignment-clinic-injury-prevention-workshop-july-tickets-98923678385?aff=ebdssbdestsearch,"sports-and-fitness,health",£50
Body Alignment Clinic - Injury Prevention Workshop - October,Sun| Oct 25| 12:00,Crayford Weights & Fitness|Unit 3| Tower Park Road|Crayford Retail Park|Crayford|,https://www.eventbrite.co.uk/e/body-alignment-clinic-injury-prevention-workshop-october-tickets-98924013387?aff=ebdssbdestsearch,"sports-and-fitness,health",£50
Body Alignment Clinic - Injury Prevention Workshop,Sun| Apr 26| 12:00,Crayford Weights & Fitness|Unit 3| Tower Park Road|Crayford Retail Park|Crayford|,https://www.eventbrite.co.uk/e/body-alignment-clinic-injury-prevention-workshop-tickets-95257181795?aff=ebdssbdestsearch,"sports-and-fitness,health",£50
Round the Borough Bike,Sun| May 10| 09:30,Horton Country Park|Horton Lane|Epsom|KT19 8GW|,https://www.eventbrite.co.uk/e/round-the-borough-bike-tickets-67962179709?aff=ebdssbdestsearch,sports-and-fitness,Free
Summer Sports Camp - Week 3,Mon| Aug 10| 09:00,Andrews Lane Primary School|Andrew's Lane|Cheshunt|EN7 6LB|,https://www.eventbrite.co.uk/e/summer-sports-camp-week-3-tickets-93533821177?aff=ebdssbdestsearch,sports-and-fitness,£14 - £65
Summer Sports Camp - Week 1,Mon| Jul 27| 09:00,Andrews Lane Primary School • Cheshunt,https://www.eventbrite.co.uk/e/summer-sports-camp-week-1-tickets-93531403947?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Summer Sports Camp - Week 2,Mon| Aug 3| 09:00,Andrews Lane Primary School|Andrew's Lane|Cheshunt|EN7 6LB|,https://www.eventbrite.co.uk/e/summer-sports-camp-week-2-tickets-93532473145?aff=ebdssbdestsearch,sports-and-fitness,£14 - £65
October Half-Term Sports Camp,Mon| Oct 26| 09:00,Andrews Lane Primary School|Andrew's Lane|Cheshunt|EN7 6LB|,https://www.eventbrite.co.uk/e/october-half-term-sports-camp-tickets-93534398905?aff=ebdssbdestsearch,sports-and-fitness,£14 - £65
Easter Sports Camp - Week 2,Tue| Apr 14| 09:00,Andrews Lane Primary School|Andrew's Lane|Cheshunt|EN7 6LB|,https://www.eventbrite.co.uk/e/easter-sports-camp-week-2-tickets-93528958633?aff=ebdssbdestsearch,sports-and-fitness,£14 - £65
May Half-Term Sports Camp,Mon| May 25| 09:00,Andrews Lane Primary School • Cheshunt,https://www.eventbrite.co.uk/e/may-half-term-sports-camp-tickets-93529746991?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
HORNCHURCH HAMMERS NIGHT,Fri| Jun 5| 20:00,The Railway|Station Lane|Hornchurch|RM12 6SB|,https://www.eventbrite.co.uk/e/hornchurch-hammers-night-tickets-90686009295?aff=ebdssbdestsearch,sports-and-fitness,£11.37
2020 Southern Frontier Cup,Sat| May 23| 11:00,Whyteleafe Football Club Ground|15 Church Road|Whyteleafe|CR3 0AR|,https://www.eventbrite.co.uk/e/2020-southern-frontier-cup-tickets-79315339315?aff=ebdssbdestsearch,sports-and-fitness,From £3.83
Stockley Park 10K & Junior Race,Sat| Apr 18| 10:30,Stockley Park|Roundwood Avenue|Uxbridge|UB11 1FW|,https://www.eventbrite.co.uk/e/stockley-park-10k-junior-race-tickets-88467945005?aff=ebdssbdestsearch,sports-and-fitness,From £11.37
Try Dinghy Sailing 2nd May 2020,Sat| May 2| 10:00,Fishers Green Sailing Club|Holyfield Lake|Stubbings Hall Lane|Waltham Abbey|,https://www.eventbrite.co.uk/e/try-dinghy-sailing-2nd-may-2020-tickets-91372715251?aff=ebdssbdestsearch,sports-and-fitness,£0 - £5
Epsom Derby 2020 Open Top Bus Package,Sat| Jun 6| 11:00,Epsom Downs Racecourse|Epsom Downs|Epsom|KT18 5LQ|,https://www.eventbrite.co.uk/e/epsom-derby-2020-open-top-bus-package-tickets-64414429292?aff=ebdssbdestsearch,sports-and-fitness,£599.98
Essex Cross Country 10K Series - Belhus Woods Country Park,Sat| Jun 13| 09:45,Belhus Woods Country Park • Aveley,https://www.eventbrite.co.uk/e/essex-cross-country-10k-series-belhus-woods-country-park-tickets-90004346423?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Caterham to Canterbury Cycle Ride 2020,Sat| Jul 11| 08:30,Oakhall Church|181 Chaldon Road|Caterham|CR3 5PL|,https://www.eventbrite.co.uk/e/caterham-to-canterbury-cycle-ride-2020-tickets-96990153159?aff=ebdssbdestsearch,sports-and-fitness,£25 - £40
2020 Jacksonville Jaguars Academy,Thu| Jul 9| 10:00,Brunel University|Brunel University|Uxbridge|UB8 3PQ|,https://www.eventbrite.co.uk/e/2020-jacksonville-jaguars-academy-tickets-93093261451?aff=ebdssbdestsearch,sports-and-fitness,£35 - £250
Every Man Matters Cup for Mind,Sun| Jun 21| 15:00,Aveley Football Club Ground|Park Side|Park Lane|Aveley|,https://www.eventbrite.co.uk/e/every-man-matters-cup-for-mind-tickets-89148081311?aff=ebdssbdestsearch,sports-and-fitness,£2 - £10
Easter Goalkeeper Camp,Tue| Apr 14| 21:00,Metropolitan Police Bushey Sports Ground|Aldenham Road|Bushey|WD23 2TR|,https://www.eventbrite.com/e/easter-goalkeeper-camp-tickets-94721960935?aff=ebdssbdestsearch,sports-and-fitness,£40 - £80
Spire Bushey 10K,Sun| Jul 12| 10:00,Queens' School|Aldenham Road|Bushey|WD23 2TY|,https://www.eventbrite.co.uk/e/spire-bushey-10k-tickets-53013573024?aff=ebdssbdestsearch,sports-and-fitness,£20.59 - £22.88
Spire Bushey Junior Race,Sun| Jul 12| 12:00,Queens' School|Aldenham Road|Bushey|WD23 2TY|,https://www.eventbrite.co.uk/e/spire-bushey-junior-race-tickets-53013634207?aff=ebdssbdestsearch,sports-and-fitness,£11.44
Spire Bushey 5K,Sun| Jul 12| 10:05,Queens' School|Aldenham Road|Bushey|WD23 2TY|,https://www.eventbrite.co.uk/e/spire-bushey-5k-tickets-53013590075?aff=ebdssbdestsearch,sports-and-fitness,£14.87 - £17.16
The Martin Allen Clinic In Uxbridge - Football Icon Academy,Tue| Apr 14| 09:30 + 1 more event,Brunel University Sports Park|100 Kingston Ln|uxbridge|UB8 3PW|,https://www.eventbrite.co.uk/e/the-martin-allen-clinic-in-uxbridge-football-icon-academy-tickets-86244111459?aff=ebdssbdestsearch,sports-and-fitness,£49.10
Women on Par - Aldenham,Sun| Jul 26| 12:00,Aldenham Golf & Country Club|Church Lane|Aldenham|WD25 8NN|,https://www.eventbrite.co.uk/e/women-on-par-aldenham-tickets-76263834181?aff=ebdssbdestsearch,sports-and-fitness,£15
WheelPower Sports Festival - Thursday 21 May 2020,Thu| May 21| 09:30,Brunel University|Kingston Lane|London|UB8 3PH|,https://www.eventbrite.co.uk/e/wheelpower-sports-festival-thursday-21-may-2020-registration-93493021143?aff=ebdssbdestsearch,sports-and-fitness,Free
BWL South Open Series 4,Sat| Dec 5| 10:00,Brunel University Sports Centre|100 Kingston Lane|Uxbridge|UB8 3PW|,https://www.eventbrite.co.uk/e/bwl-south-open-series-4-tickets-89068072001?aff=ebdssbdestsearch,sports-and-fitness,£7.50
10k / 5k Pizza Run - SURREY,Sat| Apr 25| 10:30,Tow Path next to walton bridge|weybridge|Shepperton|Walton-on-Thames|,https://www.eventbrite.co.uk/e/10k-5k-pizza-run-surrey-tickets-84563564899?aff=ebdssbdestsearch,sports-and-fitness,From £11.36
NORTHWOOD YOUTH FC MINI SOCCER TOURNAMENT 2020,Sun| May 17| 08:30,Merchant Taylors School|Sandy Lodge|Moor Park|Northwood|,https://www.eventbrite.co.uk/e/northwood-youth-fc-mini-soccer-tournament-2020-tickets-88820379145?aff=ebdssbdestsearch,sports-and-fitness,£43.71
Beacon Hockey X Taylor Made Hockey Easter Performance Camp,Wed| Apr 15| 10:00,Merchant Taylors School|Merchant Taylors School|Moor Park|HA6 2HT|,https://www.eventbrite.co.uk/e/beacon-hockey-x-taylor-made-hockey-easter-performance-camp-tickets-81439189809?aff=ebdssbdestsearch,sports-and-fitness,£55 - £100
